metadata_location_name,metadata_series_label,start_year,end_year,resolved_location_name,resolved_location_id,resolved_species_name,resolved_species_id,records_downloaded,output_file,source_urls,status
Saltery Creek,coho,2002,2025,Saltery Creek,29,Coho,430,127,adfg_fish_counts\series\saltery_creek__coho__2002_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=430&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=430&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=430&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=430&year=2010%2C2009%2C2008%2C2007%2C2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=430&year=2005%2C2004%2C2003%2C2002,success
Saltery Creek,pink,2008,2025,Saltery Creek,29,Pink,440,615,adfg_fish_counts\series\saltery_creek__pink__2008_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=440&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=440&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=440&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=440&year=2010%2C2009%2C2008,success
Saltery Creek,sockeye,1993,2025,Saltery Creek,29,Sockeye,420,1696,adfg_fish_counts\series\saltery_creek__sockeye__1993_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=420&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=420&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=420&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=420&year=2010%2C2009%2C2008%2C2007%2C2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=420&year=2005%2C2004%2C2003%2C2002%2C2001 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=420&year=2000%2C1999%2C1998%2C1997%2C1996 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=420&year=1995%2C1994%2C1993,success
Sandy River,chinook,2006,2024,Sandy River,34,Chinook,410,515,adfg_fish_counts\series\sandy_river__chinook__2006_2024.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=34&speciesID=410&year=2024%2C2023%2C2022%2C2021%2C2020 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=34&speciesID=410&year=2019%2C2018%2C2017%2C2016%2C2015 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=34&speciesID=410&year=2014%2C2013%2C2012%2C2011%2C2010 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=34&speciesID=410&year=2009%2C2008%2C2007%2C2006,success
Sandy River,chum,2006,2024,Sandy River,34,Chum,450,227,adfg_fish_counts\series\sandy_river__chum__2006_2024.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=34&speciesID=450&year=2024%2C2023%2C2022%2C2021%2C2020 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=34&speciesID=450&year=2019%2C2018%2C2017%2C2016%2C2015 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=34&speciesID=450&year=2014%2C2013%2C2012%2C2011%2C2010 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=34&speciesID=450&year=2009%2C2008%2C2007%2C2006,success
Sandy River,pink,2006,2024,Sandy River,34,Pink,440,355,adfg_fish_counts\series\sandy_river__pink__2006_2024.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=34&speciesID=440&year=2024%2C2023%2C2022%2C2021%2C2020 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=34&speciesID=440&year=2019%2C2018%2C2017%2C2016%2C2015 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=34&speciesID=440&year=2014%2C2013%2C2012%2C2011%2C2010 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=34&speciesID=440&year=2009%2C2008%2C2007%2C2006,success
Sandy River,sockeye,2006,2024,Sandy River,34,Sockeye,420,871,adfg_fish_counts\series\sandy_river__sockeye__2006_2024.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=34&speciesID=420&year=2024%2C2023%2C2022%2C2021%2C2020 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=34&speciesID=420&year=2019%2C2018%2C2017%2C2016%2C2015 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=34&speciesID=420&year=2014%2C2013%2C2012%2C2011%2C2010 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=34&speciesID=420&year=2009%2C2008%2C2007%2C2006,success
Situk River,chinook,1999,2025,Situk River,5,Chinook,410,1673,adfg_fish_counts\series\situk_river__chinook__1999_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=410&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=410&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=410&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=410&year=2010%2C2009%2C2008%2C2007%2C2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=410&year=2005%2C2004%2C2003%2C2002%2C2001 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=410&year=2000%2C1999,success
Situk River,chum,1999,2025,Situk River,5,Chum,450,46,adfg_fish_counts\series\situk_river__chum__1999_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2025 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2024 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2023 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2022 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2015 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2014 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2013 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2012 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2010%2C2009%2C2008%2C2007%2C2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2010 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2009 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2008 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2007 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2005%2C2004%2C2003%2C2002%2C2001 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2005 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2004 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2003 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2002 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2001 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2000%2C1999 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=2000 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=450&year=1999,success
Situk River,coho,2017,2025,Situk River,5,Coho,430,33,adfg_fish_counts\series\situk_river__coho__2017_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=430&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=430&year=2025 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=430&year=2024 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=430&year=2023 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=430&year=2022 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=430&year=2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=430&year=2020%2C2019%2C2018%2C2017,success
Situk River,pink,2017,2025,Situk River,5,Pink,440,109,adfg_fish_counts\series\situk_river__pink__2017_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=440&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=440&year=2025 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=440&year=2024 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=440&year=2023 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=440&year=2022 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=440&year=2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=440&year=2020%2C2019%2C2018%2C2017,success
Situk River,sockeye,1999,2025,Situk River,5,Sockeye,420,1855,adfg_fish_counts\series\situk_river__sockeye__1999_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=420&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=420&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=420&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=420&year=2010%2C2009%2C2008%2C2007%2C2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=420&year=2005%2C2004%2C2003%2C2002%2C2001 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=420&year=2000%2C1999,success
Situk River,steelhead,1999,2025,Situk River,5,Steelhead,540,1749,adfg_fish_counts\series\situk_river__steelhead__1999_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=540&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=540&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=540&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=540&year=2010%2C2009%2C2008%2C2007%2C2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=540&year=2005%2C2004%2C2003%2C2002%2C2001 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=5&speciesID=540&year=2000%2C1999,success
Togiak River,sockeye,1960,2011,Togiak River,53,Sockeye,420,1860,adfg_fish_counts\series\togiak_river__sockeye__1960_2011.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=53&speciesID=420&year=2011%2C2010%2C2009%2C2008%2C2007 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=53&speciesID=420&year=2006%2C2005%2C2004%2C2003%2C2002 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=53&speciesID=420&year=2001%2C2000%2C1999%2C1998%2C1997 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=53&speciesID=420&year=1996%2C1995%2C1994%2C1993%2C1992 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=53&speciesID=420&year=1991%2C1990%2C1989%2C1988%2C1987 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=53&speciesID=420&year=1986%2C1985%2C1984%2C1983%2C1982 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=53&speciesID=420&year=1981%2C1980%2C1979%2C1978%2C1977 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=53&speciesID=420&year=1976%2C1975%2C1974%2C1973%2C1972 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=53&speciesID=420&year=1971%2C1970%2C1969%2C1968%2C1967 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=53&speciesID=420&year=1966%2C1965%2C1964%2C1963%2C1962 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=53&speciesID=420&year=1961%2C1960,success
Ugashik River,sockeye,1957,2011,Ugashik River,44,Sockeye,420,1493,adfg_fish_counts\series\ugashik_river__sockeye__1957_2011.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=44&speciesID=420&year=2011%2C2010%2C2009%2C2008%2C2007 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=44&speciesID=420&year=2006%2C2005%2C2004%2C2003%2C2002 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=44&speciesID=420&year=2001%2C2000%2C1999%2C1998%2C1997 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=44&speciesID=420&year=1996%2C1995%2C1994%2C1993%2C1992 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=44&speciesID=420&year=1991%2C1990%2C1989%2C1988%2C1987 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=44&speciesID=420&year=1986%2C1985%2C1984%2C1983%2C1982 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=44&speciesID=420&year=1981%2C1980%2C1979%2C1978%2C1977 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=44&speciesID=420&year=1976%2C1975%2C1974%2C1973%2C1972 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=44&speciesID=420&year=1971%2C1970%2C1969%2C1968%2C1967 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=44&speciesID=420&year=1966%2C1965%2C1964%2C1963%2C1962 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=44&speciesID=420&year=1961%2C1960%2C1959%2C1958%2C1957,success
Wasilla Creek,chinook,1998,2003,Wasilla Creek,19,Chinook,410,211,adfg_fish_counts\series\wasilla_creek__chinook__1998_2003.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=19&speciesID=410&year=2003%2C2002%2C2001%2C2000%2C1999 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=19&speciesID=410&year=1998,success
Wasilla Creek,chum,1997,2003,Wasilla Creek,19,Chum,450,332,adfg_fish_counts\series\wasilla_creek__chum__1997_2003.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=19&speciesID=450&year=2003%2C2002%2C2001%2C2000%2C1999 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=19&speciesID=450&year=1998%2C1997,success
Wasilla Creek,coho,1997,2003,Wasilla Creek,19,Coho,430,406,adfg_fish_counts\series\wasilla_creek__coho__1997_2003.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=19&speciesID=430&year=2003%2C2002%2C2001%2C2000%2C1999 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=19&speciesID=430&year=1998%2C1997,success
Wasilla Creek,pink,1998,2003,Wasilla Creek,19,Pink,440,211,adfg_fish_counts\series\wasilla_creek__pink__1998_2003.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=19&speciesID=440&year=2003%2C2002%2C2001%2C2000%2C1999 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=19&speciesID=440&year=1998,success
Wasilla Creek,sockeye,1997,2003,Wasilla Creek,19,Sockeye,420,400,adfg_fish_counts\series\wasilla_creek__sockeye__1997_2003.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=19&speciesID=420&year=2003%2C2002%2C2001%2C2000%2C1999 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=19&speciesID=420&year=1998%2C1997,success
Wood River,sockeye,1956,2011,Wood River,50,Sockeye,420,1871,adfg_fish_counts\series\wood_river__sockeye__1956_2011.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=50&speciesID=420&year=2011%2C2010%2C2009%2C2008%2C2007 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=50&speciesID=420&year=2006%2C2005%2C2004%2C2003%2C2002 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=50&speciesID=420&year=2001%2C2000%2C1999%2C1998%2C1997 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=50&speciesID=420&year=1996%2C1995%2C1994%2C1993%2C1992 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=50&speciesID=420&year=1991%2C1990%2C1989%2C1988%2C1987 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=50&speciesID=420&year=1986%2C1985%2C1984%2C1983%2C1982 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=50&speciesID=420&year=1981%2C1980%2C1979%2C1978%2C1977 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=50&speciesID=420&year=1976%2C1975%2C1974%2C1973%2C1972 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=50&speciesID=420&year=1971%2C1970%2C1969%2C1968%2C1967 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=50&speciesID=420&year=1966%2C1965%2C1964%2C1963%2C1962 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=50&speciesID=420&year=1961%2C1960%2C1959%2C1958%2C1957 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=50&speciesID=420&year=1956,success
Yentna River,sockeye,1981,2008,Yentna River,43,Sockeye,420,1151,adfg_fish_counts\series\yentna_river__sockeye__1981_2008.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=43&speciesID=420&year=2008%2C2007%2C2006%2C2005%2C2004 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=43&speciesID=420&year=2003%2C2002%2C2001%2C2000%2C1999 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=43&speciesID=420&year=1998%2C1997%2C1996%2C1995%2C1994 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=43&speciesID=420&year=1993%2C1992%2C1991%2C1990%2C1989 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=43&speciesID=420&year=1988%2C1987%2C1986%2C1985%2C1984 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=43&speciesID=420&year=1983%2C1982%2C1981,success
